ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0373245033,Her baby secret  (baby times three),Victoria Pade,2002,Silhouette,http://images.amazon.com/images/P/0373245033.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373245033.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373245033.01.LZZZZZZZ.jpg
0140152571,The Invisible Worm,Jennifer Johnston,1992,Penguin Books,http://images.amazon.com/images/P/0140152571.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140152571.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140152571.01.LZZZZZZZ.jpg
2080646982,Fils de pub,Jacques SÃ©guÃ©la,1983,Flammarion,http://images.amazon.com/images/P/2080646982.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2080646982.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2080646982.01.LZZZZZZZ.jpg
0816739137,The Accident (Hope Hospital),Cherie Bennett,1996,Troll Communications,http://images.amazon.com/images/P/0816739137.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0816739137.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0816739137.01.LZZZZZZZ.jpg
0894950215,How to write and publish a scientific paper (The Professional writing series),Robert A Day,1983,ISI Press,http://images.amazon.com/images/P/0894950215.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0894950215.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0894950215.01.LZZZZZZZ.jpg
0804101183,Death in a Deck Chair,K.K. Beck,1992,Ivy Books,http://images.amazon.com/images/P/0804101183.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804101183.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804101183.01.LZZZZZZZ.jpg
1863300864,Nights with grace,Rosie Scott,1991,Minerva,http://images.amazon.com/images/P/1863300864.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1863300864.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1863300864.01.LZZZZZZZ.jpg
0451170806,Dangerous Masquerade (Signet Regency Romance),April Kihlstrom,1992,New Amer Library (Mm),http://images.amazon.com/images/P/0451170806.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451170806.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451170806.01.LZZZZZZZ.jpg
0843947640,North Star,Amanda Harte,2000,Leisure Books,http://images.amazon.com/images/P/0843947640.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843947640.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843947640.01.LZZZZZZZ.jpg
1894663470,Amuse Bouche: A Russell Quant Mystery,Anthony Bidulka,2003,Insomniac Press,http://images.amazon.com/images/P/1894663470.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1894663470.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1894663470.01.LZZZZZZZ.jpg
3746618614,Der BFC war schuld am Mauerbau. Ein stolzer Sohn des Proletariats erzÃ?Â¤hlt.,Andreas GlÃ?Â¤ser,2002,Aufbau Tb,http://images.amazon.com/images/P/3746618614.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3746618614.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3746618614.01.LZZZZZZZ.jpg
0805018999,Biko,Donald Woods,1991,Henry Holt &amp; Company,http://images.amazon.com/images/P/0805018999.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805018999.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805018999.01.LZZZZZZZ.jpg
0373898541,Valley Of The Vapours  (Arkansas) (Janet Dailey Americana Arkansas),Janet Dailey,1991,Harlequin,http://images.amazon.com/images/P/0373898541.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373898541.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373898541.01.LZZZZZZZ.jpg
0883687720,Shine: Make Them Wonder What You'Ve Got,Newsboys,2002,Whitaker House,http://images.amazon.com/images/P/0883687720.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0883687720.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0883687720.01.LZZZZZZZ.jpg
0803292791,The Purple Cloud (Bison Frontiers of Imagination),M. P. Shiel,2000,University of Nebraska Press,http://images.amazon.com/images/P/0803292791.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0803292791.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0803292791.01.LZZZZZZZ.jpg
0553381571,The Water is Wide,PAT CONROY,2002,Bantam,http://images.amazon.com/images/P/0553381571.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553381571.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553381571.01.LZZZZZZZ.jpg
0786015810,Lethal Risk,W. H. Watford,2003,Pinnacle Books,http://images.amazon.com/images/P/0786015810.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786015810.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786015810.01.LZZZZZZZ.jpg
0812929543,The New American Heart Association Cookbook : Sixth Edition (American Heart Association Cookbook),American Heart Assoc,1998,Clarkson Potter,http://images.amazon.com/images/P/0812929543.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812929543.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812929543.01.LZZZZZZZ.jpg
0910313016,Sweet Dreams for Sally (Care Bears),Amelia Hubert,1983,Parker Brothers,http://images.amazon.com/images/P/0910313016.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0910313016.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0910313016.01.LZZZZZZZ.jpg
0878162216,The Crow,J. O'Barr,1997,Kitchen Sink Press,http://images.amazon.com/images/P/0878162216.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0878162216.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0878162216.01.LZZZZZZZ.jpg
0140059369,The Balkan Trilogy,Olivia Manning,1981,Penguin Books Ltd,http://images.amazon.com/images/P/0140059369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140059369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140059369.01.LZZZZZZZ.jpg
2070362450,Partage De Midi (Folio Series: No. 245),Paul Claudel,1972,Schoenhofs Foreign Books,http://images.amazon.com/images/P/2070362450.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070362450.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070362450.01.LZZZZZZZ.jpg
0002255081,Spadework,Timothy Findley,2001,HarperFlamingo Canada,http://images.amazon.com/images/P/0002255081.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0002255081.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0002255081.01.LZZZZZZZ.jpg
0590897543,"Blizzard (Med Center , No 5)",Diane Hoh,1997,Pointe Pubs,http://images.amazon.com/images/P/0590897543.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590897543.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590897543.01.LZZZZZZZ.jpg
0345248686,The long arm of Gil Hamilton,Larry Niven,1976,Ballantine Books,http://images.amazon.com/images/P/0345248686.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345248686.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345248686.01.LZZZZZZZ.jpg
3908247462,Dayanita Singh: Myself Mona Ahmed,Dayanita Singh,2001,Scalo Verlag Ac,http://images.amazon.com/images/P/3908247462.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3908247462.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3908247462.01.LZZZZZZZ.jpg
0964367580,Never Satisfied: How &amp; Why Men Cheat,Michael Baisden,1995,Legacy Publishing (GA),http://images.amazon.com/images/P/0964367580.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0964367580.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0964367580.01.LZZZZZZZ.jpg
3740011386,Nacktheit und PrÃ?Â¼derie. Eine Geschichte des SchamgefÃ?Â¼hls.,Jean-Claude Bologne,2001,BÃ?Â¶hlaus Nachfolger,http://images.amazon.com/images/P/3740011386.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3740011386.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3740011386.01.LZZZZZZZ.jpg
0451188241,Significant Others,Sandra Kitt,1996,Onyx Books,http://images.amazon.com/images/P/0451188241.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451188241.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451188241.01.LZZZZZZZ.jpg
0811835138,Om Yoga: A Guide to Daily Practice,Cyndi Lee,2002,Chronicle Books,http://images.amazon.com/images/P/0811835138.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811835138.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811835138.01.LZZZZZZZ.jpg
0452270936,Living With Diabetes: A Comprehensive Guide to Understanding and Controlling Diabetes While Enjoying Your Life,Arlan L. Rosenbloom,1993,Penguin USA,http://images.amazon.com/images/P/0452270936.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452270936.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452270936.01.LZZZZZZZ.jpg
0746008481,Who's Making That Mess? (Usborne Lift-the-Flap Book),Philip Hawthorn,1994,Educational Development Corporation,http://images.amazon.com/images/P/0746008481.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0746008481.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0746008481.01.LZZZZZZZ.jpg
0600400409,Chess Move By Move,Paul Langfield,1968,Hamlyn Publ Group Ltd,http://images.amazon.com/images/P/0600400409.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0600400409.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0600400409.01.LZZZZZZZ.jpg
0881849456,Moth,James Sallis,1993,Pub Group West,http://images.amazon.com/images/P/0881849456.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0881849456.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0881849456.01.LZZZZZZZ.jpg
0345343425,Diet for a Small Planet (Plastic Ringbound),Frances Moore Lappe,1986,Ballantine Books,http://images.amazon.com/images/P/0345343425.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345343425.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345343425.01.LZZZZZZZ.jpg
0679744940,A Prayer for the City,Buzz Bissinger,1999,Vintage Books USA,http://images.amazon.com/images/P/0679744940.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679744940.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679744940.01.LZZZZZZZ.jpg
0373099967,"Brave Heart (Silhouette Special Edition, No 996)",Brittany Young,1995,Silhouette,http://images.amazon.com/images/P/0373099967.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373099967.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373099967.01.LZZZZZZZ.jpg
0739423835,Lost in Your Arms,Christina Dodd,2002,Avon,http://images.amazon.com/images/P/0739423835.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0739423835.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0739423835.01.LZZZZZZZ.jpg
0140047166,The Conservationist,Nadine Gordimer,1983,Penguin Books,http://images.amazon.com/images/P/0140047166.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140047166.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140047166.01.LZZZZZZZ.jpg
0765306026,The Martian Child: A Novel About A Single Father Adopting A Son,David Gerrold,2003,Tor Books,http://images.amazon.com/images/P/0765306026.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0765306026.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0765306026.01.LZZZZZZZ.jpg
0691086672,"Neighbors : The Destruction of the Jewish Community in Jedwabne, Poland",Jan Tomasz Gross,2001,Princeton University Press,http://images.amazon.com/images/P/0691086672.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0691086672.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0691086672.01.LZZZZZZZ.jpg
0373114834,"Devil To Pay (Harlequin Presents, No 11483)",Susan Napier,1992,Harlequin,http://images.amazon.com/images/P/0373114834.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373114834.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373114834.01.LZZZZZZZ.jpg
052524879X,Trumpets of Silver,Norma Harris,1990,Penguin USA,http://images.amazon.com/images/P/052524879X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/052524879X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/052524879X.01.LZZZZZZZ.jpg
1579900631,The Big Book of Halloween: Creative &amp; Creepy Projects for Revellers of All Ages,Laura Dover Doran,1999,Lark Books (NC),http://images.amazon.com/images/P/1579900631.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1579900631.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1579900631.01.LZZZZZZZ.jpg
0785728430,I Am the Clay,Chaim Potok,1999,Bt Bound,http://images.amazon.com/images/P/0785728430.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785728430.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785728430.01.LZZZZZZZ.jpg
097200212X,Them and Us: Cult Thinking and the Terrorist Threat,Arthur J. Deikman,2003,Bay Tree Publishing,http://images.amazon.com/images/P/097200212X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/097200212X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/097200212X.01.LZZZZZZZ.jpg
0671875809,A GATHERING OF SAINTS,Christopher Hyde,1996,Atria,http://images.amazon.com/images/P/0671875809.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671875809.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671875809.01.LZZZZZZZ.jpg
1844030024,The Spirit of Yoga,Kathy Phillips,2002,Cassell Illustrated,http://images.amazon.com/images/P/1844030024.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1844030024.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1844030024.01.LZZZZZZZ.jpg
0380885344,Downtown,Norma Fox Mazer,1991,HarperTrophy,http://images.amazon.com/images/P/0380885344.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380885344.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380885344.01.LZZZZZZZ.jpg
0312195001,Let's Go 1999; Turkey : The World's Bestselling Budget Tarvel Series (Let's Go Series),St Martins Press,1998,St. Martin's Press,http://images.amazon.com/images/P/0312195001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312195001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312195001.01.LZZZZZZZ.jpg
1850781362,Christianity is Ridiculous:,Send the Light,1994,Send the Light,http://images.amazon.com/images/P/1850781362.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1850781362.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1850781362.01.LZZZZZZZ.jpg
0836221559,Short Tails And Treats From Three Dog Bakery,Dan Dye,1996,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836221559.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836221559.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836221559.01.LZZZZZZZ.jpg
2020296780,La Glace noire,Michael Connelly,1998,Seuil,http://images.amazon.com/images/P/2020296780.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2020296780.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2020296780.01.LZZZZZZZ.jpg
0307130924,Walt Disney Picture Presents Dinosaur: Movie Fun Book (Paperback Plus),C. Bazaldua,2000,Golden Books Publishing Company,http://images.amazon.com/images/P/0307130924.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0307130924.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0307130924.01.LZZZZZZZ.jpg
0441703534,Jaguar,Bill Ransom,1990,Ace Books,http://images.amazon.com/images/P/0441703534.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441703534.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441703534.01.LZZZZZZZ.jpg
3442350662,"KÃ?Â¼Ã?Â? mich, Engel.",Susan Elizabeth Phillips,1999,Goldmann,http://images.amazon.com/images/P/3442350662.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442350662.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442350662.01.LZZZZZZZ.jpg
0435120395,New Windmills: The Silver Sword (New Windmills),Ian Serraillier,1970,Heinemann Educational Books - Secondary Division,http://images.amazon.com/images/P/0435120395.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0435120395.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0435120395.01.LZZZZZZZ.jpg
0938261207,New Webster's Pocket Pal Dictionary,R. F. Patterson,1989,P S I &amp; Associates,http://images.amazon.com/images/P/0938261207.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0938261207.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0938261207.01.LZZZZZZZ.jpg
3442246113,Die Midkemia- Saga 04. Dunkel Ã?Â¼ber Sethanon.,Raymond E. Feist,1995,Goldmann,http://images.amazon.com/images/P/3442246113.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442246113.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442246113.01.LZZZZZZZ.jpg
0070776865,"Political parties and ideologies in Canada: liberals, conservatives, socialists, nationalists, (McGraw-Hill Ryerson series in Canadian politics)",William Christian,1974,McGraw-Hill Ryerson,http://images.amazon.com/images/P/0070776865.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0070776865.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0070776865.01.LZZZZZZZ.jpg
1566192153,History of Ireland,Peter Somerset Fry,0,Dorset House Publishing Co Inc,http://images.amazon.com/images/P/1566192153.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1566192153.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1566192153.01.LZZZZZZZ.jpg
0751517968,Alice,Eva Hanagan,1997,Time Warner Paperbacks,http://images.amazon.com/images/P/0751517968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0751517968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0751517968.01.LZZZZZZZ.jpg
0785805826,Flavor of Normandy,Carole Clements,1996,Book Sales,http://images.amazon.com/images/P/0785805826.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785805826.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785805826.01.LZZZZZZZ.jpg
0571109071,"Selected Poems, 1908-1959",Ezra Pound,1977,Faber &amp; Faber,http://images.amazon.com/images/P/0571109071.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0571109071.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0571109071.01.LZZZZZZZ.jpg
0553213709,The Hunchback of Notre Dame (Bantam Classics),VICTOR HUGO,1981,Bantam Classics,http://images.amazon.com/images/P/0553213709.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553213709.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553213709.01.LZZZZZZZ.jpg
0373763050,"Wife For Hire (Wife, Inc.) (Desire, 1305)",Amy J. Fetzer,2000,Silhouette,http://images.amazon.com/images/P/0373763050.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373763050.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373763050.01.LZZZZZZZ.jpg
0060156813,Practical Intelligence: Working Smarter in Business and Everyday Life,Roger Peters,1987,Harpercollins,http://images.amazon.com/images/P/0060156813.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060156813.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060156813.01.LZZZZZZZ.jpg
0964746514,Kitty Stuff,Jodi Alessandrini,2002,Pallachip Publishing,http://images.amazon.com/images/P/0964746514.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0964746514.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0964746514.01.LZZZZZZZ.jpg
0373109393,"Glass Slippers &amp; Uni (Harlequin Presents, No 939)",Carole Mortimer,1986,Harlequin,http://images.amazon.com/images/P/0373109393.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373109393.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373109393.01.LZZZZZZZ.jpg
0689867719,Ripped at the Seams,Nancy Krulik,2004,Simon Pulse,http://images.amazon.com/images/P/0689867719.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689867719.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689867719.01.LZZZZZZZ.jpg
0880324422,Bedtime Stories for Your Doggie,Herbert Kavet,1994,Ivory Tower Publishing Company,http://images.amazon.com/images/P/0880324422.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0880324422.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0880324422.01.LZZZZZZZ.jpg
0684852713,Dead Reckoning: The New Science of Catching Killers,Michael Baden,2002,Simon &amp; Schuster,http://images.amazon.com/images/P/0684852713.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684852713.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684852713.01.LZZZZZZZ.jpg
0762727411,Chicago Off the Beaten Path 2nd: A Guide to Unique Places,Cliff Terry,2003,Globe Pequot,http://images.amazon.com/images/P/0762727411.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0762727411.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0762727411.01.LZZZZZZZ.jpg
059033395X,Crazy Love (Couples No. 6),M.E. Cooper,1985,Scholastic Paperbacks (Mm),http://images.amazon.com/images/P/059033395X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/059033395X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/059033395X.01.LZZZZZZZ.jpg
0674006135,The Structure of Evolutionary Theory,Stephen Jay Gould,2002,Belknap Press,http://images.amazon.com/images/P/0674006135.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0674006135.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0674006135.01.LZZZZZZZ.jpg
1403962294,The Crafty Art of Playmaking,Alan Ayckbourn,2003,Palgrave Macmillan,http://images.amazon.com/images/P/1403962294.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1403962294.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1403962294.01.LZZZZZZZ.jpg
0007119046,Little Wolf's Handy Book of Peoms,Ian Whybrow,2002,Collins,http://images.amazon.com/images/P/0007119046.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0007119046.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0007119046.01.LZZZZZZZ.jpg
0805049134,World Mythology (Henry Holt Reference Book),Roy Willis,1996,Owl Books,http://images.amazon.com/images/P/0805049134.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805049134.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805049134.01.LZZZZZZZ.jpg
0060915722,The Palace File,Nguyen Tien Hung,1989,Harpercollins,http://images.amazon.com/images/P/0060915722.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060915722.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060915722.01.LZZZZZZZ.jpg
1571741380,Whispers from Our Soul: The Voice of Tahkamenon,Valerie Wilkinson,1999,Hampton Roads Publishing Company,http://images.amazon.com/images/P/1571741380.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1571741380.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1571741380.01.LZZZZZZZ.jpg
2266004670,Le Meilleur Des Mondes,Aldous Huxley,1998,Pocket,http://images.amazon.com/images/P/2266004670.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2266004670.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2266004670.01.LZZZZZZZ.jpg
0670268968,The designated heir,Maxine Kumin,1974,Viking Press,http://images.amazon.com/images/P/0670268968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670268968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670268968.01.LZZZZZZZ.jpg
0689836996,Raspberries on the Yangtze,Karen Wallace,2002,Simon &amp; Schuster Childrens Books,http://images.amazon.com/images/P/0689836996.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689836996.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689836996.01.LZZZZZZZ.jpg
0345289072,Inherit the Stars,Hogan P.,1979,Del Rey Books,http://images.amazon.com/images/P/0345289072.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345289072.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345289072.01.LZZZZZZZ.jpg
0812531612,Vengeance of Orion (Orion),Ben Bova,1989,Tor Books,http://images.amazon.com/images/P/0812531612.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812531612.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812531612.01.LZZZZZZZ.jpg
0345416880,Enchantment,Orson Scott Card,2000,Del Rey Books,http://images.amazon.com/images/P/0345416880.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345416880.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345416880.01.LZZZZZZZ.jpg
0312185197,Dead on Cue,Anne Morice,1985,St Martins Pr,http://images.amazon.com/images/P/0312185197.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312185197.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312185197.01.LZZZZZZZ.jpg
0671508229,Heart of the West,Penelope Williamson,1995,Simon &amp; Schuster,http://images.amazon.com/images/P/0671508229.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671508229.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671508229.01.LZZZZZZZ.jpg
0140038116,Job Power Blue and White Collar Democracy,David Jenkins,1974,Viking Press,http://images.amazon.com/images/P/0140038116.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140038116.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140038116.01.LZZZZZZZ.jpg
0876053886,The Shih Tzu : An Owner's Guide to a Happy Healthy Pet (Happy Healthy Pet),Jo Ann  White,1996,Howell Book House,http://images.amazon.com/images/P/0876053886.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0876053886.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0876053886.01.LZZZZZZZ.jpg
0671746901,Goldilocks,Dom Deluise,1992,Simon &amp; Schuster Children's Publishing,http://images.amazon.com/images/P/0671746901.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671746901.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671746901.01.LZZZZZZZ.jpg
999740971X,Not As a Stranger,Morton Thompson,1954,MacMillan Pub Co,http://images.amazon.com/images/P/999740971X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/999740971X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/999740971X.01.LZZZZZZZ.jpg
0714838500,The 20th Century Art Book,Editors of Phaidon Press,1999,Phaidon Press,http://images.amazon.com/images/P/0714838500.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0714838500.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0714838500.01.LZZZZZZZ.jpg
0802443451,The Jennifer Grey Mysteries: Six Complete Books,Jerry B. Jenkins,1986,Moody Publishers,http://images.amazon.com/images/P/0802443451.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802443451.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802443451.01.LZZZZZZZ.jpg
